Text,hashtag,Translated Text
mantap doktor.. tau siap.,[],great doctoral .. you know ready.
lepas tu kata kita memilih kerja.,[],After the word we choose work.
haha..rmai yg bitter.. tgok pun dh tau sarkastik.,[],haha..the bitter ... tgok even know sarcastic.
"yela tu kot, kena la sokong.. susah nnt kalau ade pape.",[],"Yela tu tu kot, hit he support ... it's hard to ade pape."
mereka mana fikir semua tu. dorng fikir poket dorng je.,[],Where are they thinking of all. Dorng think pocket dorng je.
"tau takpe.. lahanat dorng ni semua, yg dh nampak mcm ni tp masih menyokong, tak tau la nk kata apa.",[],"You know takpe .. all dorng land, the one who appears to be mcm but still supports, do not know what word."
kepala lanc lagi..,[],Headaches again ..
kepala lanc.....,[],Headquarters .....
hahaha.. demi. poket. memasing ade la.,[],Hahaha .. Demi. pocket. Growing Ade La.
sje jela... shopee bnyk.,[],Sje Jela ... Shopee Bnyk.
part,[],Part
part,[],Part
tak kot. ngarut je tu.,[],No city. shock je tu.
ingt aku sorng je fikir mcm ni. tibe je. langsung tak kena.,[],I want to think about this mcm. Tibe je. immediately not hit.
okay je.. ni pun terpaksa la panda..kena jimat..dr bulan woi tak kerja..ni pun ade saki baki sikit duit gaji.,[],okay je .. ni was forced to panda ... the talisman ... the month of the month woi did not work ... ni's ade ade was a little money.
"botak aku hri mcm ni.mkan meggi manjang. mknan dorng ni betul la, mknan utk org nazak. rasa entah pape, mmg tak boleh masuk. days to go.",[],"I am bald Hri mcm ni.mu meggi mangang. This is right, it's true for people. The taste of pape, mmg can't enter. days to go."
"entah la..mmg memeningkan org, buat org panic. haih..mungkin waktu perniagaan je kot di singkatkan.. tp ape guna singkatkan waktu perniagaan dlm masa yg sama, yg lain mcm biasa..haih..mkin pening dorng ni.",[],"I don't know la ... mmg preserving people, for people panic. Haih ... maybe the time of commerce is to be improved ... but I am in order to increase the time of commerce in the same time, the others are ordinary mcm..hadi..mkin dizzy dorng."
habis stok.,[],After stock.
kalau aku pun tercengang kejap. haha,[],Even if I was stunned by a stinging. ha ha
mohon jangan bang..hahaha.,[],Please don't bang ... hahaha.
lee,[],Lee
sbb tu kt neraka ramai betina.. faham dok?,[],as if the hell was crowded with female .. understand doc?
ape la rant sbb kebodohan diri sendiri ni.,[],Ape la Rant as if your own stupidity.
"bz sgt dgn make up, nk hias diri smpai lupa nk kemas bilik, basuh itu ini.",[],"BZ is very much with makeup, you don't want to forget it, I forgot to pack it in the booth, wash this."
uish.. better pi report kkm zatul.. tkot klinik tu tak report,[],uish .. better pi report kkm Zatul .. tkot clinic is not report
npe tu?,[],NPE Tu?
masa buat plank jelah yg masa tetibe terasa lambat sgt berputar.,[],The period for plank japan which is tatibe feels slow so that it is spinning.
"tak libatkan orang awam lain?bang yg dia pergi tu tempat awam bang, celah mana tak libatkan orang awam yg lain?",[],"Not involved in other lay people? Bang that he went to the layman, bro, where's the gap not to involve other lay people?"
gahahaha.. kan??,[],gahahaha .. right ??
bru belajar nk mencarut ke kak? meh la belajar dengan saya. kelakar sangat tu..,[],Bru learning to shrink to sis? Meh He studied with me. very miserable ...
aah.. dlm tempoh kuarantin ni hah.,[],aah .. in the traveled kuarantin huh.
"tiada yang benar, melainkan yang benar benar belaka.",[],"There is nothing right, but really mere."
pandai sikit la.. sikit je.,[],good at a little la ... a little je.
sukanya bila dia ceria.,[],He likes if he is cheerful.
harap dimanfaatkan sepenuhnya la.. jgn di bazirkan join bebukan mcm isharefans dan sebagainya.. haha,[],Please use it fully ... don't be able to join the MCM Isharefans and so on ... haha
rezeki dia.. alhamdulillah.,[],sustenance of him .. Alhamdulillah.
perggh..,[],Perggh ..
jaga diri weh kt sana tu.,[],take care of myself weh there.
"zaman sekarang.. pape rakam dulu, boleh viral katanya.",[],"Nowadays .. Pape rakam first, may be viral he said."
kopikiak la sendiri.. sorry nyampuk..,[],La's own kopiciac .. sorry to reach ..
"tak main game kan?lg satu ram/storage,camera phone rm ni kebanyakannya tak besar,camera tak berapa nk elok. so beli la mahal sikit.utk kepuasan diri sendiri jgak.",[],"Don't play games right? Lg one ram/storage, the RM phone camera is mostly not big, the camera is not how beautiful. so buy it is expensive."
"boomers boleh la pkai phone rm nk buat ape je whatsapp cukup. socmed lain tak perlu kot.yg anak muda ni phone nk guna memacam sbb tu beli yg agak mahal sikit.pasal jam tu sama jelah, beli jam rm pun kalau dh spesis tak reti tepati masa,sama je perginya.",[],Boomers may be PKAI Phone RM NK for APE JE WhatsApp. OTHERMED DO NOT NEED TO KOT. YG YOUNG MEAN NI PHONE NK To attract as if you buy a little expensive.
hahaha.. biasa la..,[],hahaha .. ordinary la ..
"yup..kena ada surat dr company, menteri sana bru boleh masuk.",[],"Yup ... because there is a letter from the company, the minister there is bru may enter."
utk kerja sahaja. huhu,[],for sahaja work. Hu Hu
bye hi,[],Bye Hi
sabar osha.,[],Patience Osha.
"alamak,my keyboard broke.",[],"Alamak, My Keyboard Broke."
mantap anak muda. terbaik!,[],Great young people. best!
"bangga la woi, segala penat lelah kau waktu belajar berbayar. hargai jela moment waktu grad tu nnt. yg lain serah pada yg maha esa. utk kite pulak, jgn berhenti berdoa,minta dipermudahkan segala urusan. kn boleh. ujian dan dugaan tu normal la.",[],"Proud of La Woi, all the tired tired of you study paid. Appreciate the moment of the moment when the grad is. the other handover in the Almighty. For kite pulak, don't stop praying, ask for all matters to make it easier. KN may. The test and the allegation are normal."
sangat betul. haha,[],very correct. ha ha
esok bru msuk. haha,[],tomorrow bru. ha ha
"sekarang ni rasanya keling bagi mereka adalah lebih dekat dengan perkataan ""killing"", pembunuh la kot. sbb tu dorng marah.",[],"Now it feels like they are closer to the words ""killing"", the killer of La Kot. as if I was angry."
"i'm at the mall, mid valley southkey in johor bahru, johor",[],"I'm at the mall, mid valley Southkey in Johor Bahru, Johor"
kt mne?? share.. hahaha,[],KT MNE ?? Share .. hahaha
segelas kucen.,[],a glass of cumen.
bikin ngakak..,[],make loud ..
wahhhhh,[],Wahhhhh
"u need a man when u die.. tak pernah dengar lagi perempuan gali kubur, tanam jenazah.. takde lagi rasanya.",[],"u need a man when u die .. never heard of a woman dug the grave, planting the body .. takde again."
"gile, semua kluster teratai punya pasal.",[],"Gile, all lotus clusters have articles."
wah.,[],wow.
kepala p ape la lahanat.,[],Head of Lahaat Ppes.
lunch ( food court kipmart masai),[],Lunch (Food Court Kipmart Masai)
emm.. cedih ah gini.. sedap sgt ah tu.. sbb tu laju je habis,[],Emm .. frustrated ah this .. deliciously ah ... as follows
pancaran laser kebenaran!!!!,[],Laser Remarks Truth !!!!
hanto sini sikit.,[],Hanto here little.
ada beberapa org yg terkorban,[],There are some people who are sacrificed
agree!,[],Agree!
sabar anak muda. hahaha.,[],Patience young people. ha ha ha.
mcm mana pulak kau tau dia buat?,[],Mcm where do you know he made it?
"kalau dah anjing tu dok kejar org, kejar budak, sampai mencederakan orang. kau nk kasihan? kalau kesian sgt.. semua anjing liar tu kau tangkap letak kt rumah kau je senang.",[],"If you have a dog, you chase people, chasing slaves, to scratch people. You're sorry? If you get it, all the wild dogs you catch the location of your house you are happy."
"tu je berani suggest.. pernah try brand entah pape, ada yg hanyir,ada yang ikannya masih bersisik.",[],"tu je dare to suggest .. never try brand whether pape, some are scary, some are still scaly fish."
"ayam brand, botan.",[],"Brand Chicken, Botan."
yeke ni..emm..emm..,[],yeke ni..emm..emm ..
kenapa itu?,[],Why that?
"i'm at kelab badminton bukit dahlia in pasir gudang, johor",[],"I'm at Pelab Badminton Bukit Dahlia in Pasir Gudang, Johor"
oh teratai bunga indahengkaulah pujaan hatiku.telah lama aku rindukanwahai teratai bunga indah,[],Oh Lotus Bunga Indah Tengke is the idol of my heart. After a long time I missed the Lotus Lotus
mkan dulu sebelum meraket.. ( nasi gearbox pak eh in pasir gudang),[],first before you say it ... (rice gearbox pak eh in sand warehouse)
kasihan kelab dr manchester.. mmg di aturkan utk jahanam dua duanya.,[],Poor clay from Manchester ... mmg is interrupted for the two of them.
ni si dgn ni kena kurangkan..hri rembat nugget mkan diam.,[],This is the case with the stretch ... HRI has a nugget still silent.
esok dtg kepci.. siap la..,[],tomorrow with kepci .. ready la ..
tipu la din.. pukul nak.,[],La Din's trickery ... hit son.
mcm naisee..,[],mcm naisee ..
"ah, mantap!",[],"Ah, great!"
hahahahhahaha,[],Hahahahhahaha
apa yang ada dalam kepala otak kau ni ek? mcm bodoh.,[],What's in your brain's head? MCM is stupid.
gasing kayu,[],wood top
mersingmerlimaumiri,[],MERSINGMERLIMAUMIRI
"tgok turn siapa, tp kebanyakan saya lah. kalau si dia nk bayar, next time saya pulak.",[],"Tgok Turn whose, but most of me. If he is paying, next time I am pulak."
"entah la, tak pernah sambut.",[],"I don't know La, never welcomed."
subway.,[],Subway.
setakat ni universal studio singapore.,[],"So far, Universal Studio Singapore."
"padini, sbb biasa ada beli satu percuma satu.",[],"Padini, as usual there is buying one user."
dalam diam aku mencintaimu.,[],In silence I love you.
arctic monkeys.,[],Arctic Monkeys.
rahsia.,[],ulcers.
putera gunung tahan,[],Putera Mountain is resistant
semua novel karya nami.,[],All novels by Nami.
"nami, sbb jalan cerita best.",[],"Nami, as is the best storyline."
"seperti ketam mengajar anaknya berjalan. sendiri tak betul, nk suruh org buat itu ini betul pulak. mcm menteri/ahli politik la waktu mcm ni. suruh rakyat ikut sop, tapi diri sendiri,mcm lahanat.",[],"Like the crab teaching his child is walking. itself is not true, nk tells people to make this right. MCM Minister/Political Expert LA MCM NI. Tell the people to join the SOP, but themselves, MCM Land."
"pocong, sbb dah nampak depan mata.",[],"Pocong, as follows, in front of the eyes."
"tgok jarak, yang penting bila sampai ke tempat temu janji, awal atau terlewat seminit dua.",[],"Tgok distance, which is important when it reaches the place to meet, the beginning or missed two seminit."
jnt&amplaju,[],JNT & Amplaju
semua movie senario,[],All Senario Movie
tiada,[],gone
"pulang terus, basah pun basah la. takde hal punya.",[],"Going home, wet wet. Takde thing has."
takoyaki.,[],Takoyaki.
entah.,[],who knows.
tarik tali sewaktu tabika.,[],Pull the rope when tabika.
mirc tahun,[],MIRC Year
tidur di bilik.,[],sleep in the booth.
tiada.,[],gone.
mint chocolate chip,[],Mint Chocolate Chip
kuetiaw kung fu,[],Kuetiaw Kung Fu
tiada walau satu pun,[],none though
balance,[],balance
mak = kota tinggibapak = n,[],mak = city tinggakapak = n
johor dt,[],Johor Dt
"motorsikal,fzi dan lc",[],"Motorsikal, FZI and LC"
kalau tak jem sejam gitula,[],"if it's not jem, an hour gitula"
motorsikal,[],Motorsikal
jam :pagi,[],Hours: Morning
masih ada yg rm,[],there is still RM
laksam,[],Laksam
"sebab tu aku ade mc pkai, ade al pkai.ghahahaha",[],"because I am ade mc pkai, ade al pkai.gahahaha"
hahanat,[],Hahanat
covid dance maybe.,[],Covid Dance Maybe.
"tgok jela berapa ramai ampu si sajat, safi, kalau kt twitter ni ampu si izzat pondan gemok bodoh tu.rata yg sokong dorng ni siapa? perempuan la. terserlah kebodohan kebanyakan perempuan ni.",[],"Tgok Jela how much is a lot of sijat, Safi, if the twitter is ampu Izzat pondan gemok stupid. La. The stupidity of most of this is the stupidity of this."
sye rendah.. je..,[],Sye is low .. je ..
aah..stick ig jela..,[],aah..stick ig jela ..
hihi..mcm tak best je..aigoo,[],hihi..mcm not best je..aigoo
dua dlm satu trus..,[],two in one then ..
"okay dh ade.. tak update pape pun.. tutup twitter, clear apps.. bukak blik tgok dah ade..",[],"okay dh ade .. don't update pape any ... close twitter, clear apps ... bike bike tgok dah ade .."
ooo.. hahahah.. td takde.. tetibe tutup twitter.. bukak balik dh ade..,[],ooo .. hahahah .. td takde .. tabe close twitter .. open back dh ade ..
"apo tu..nampak ramai tweet my fleet, my fleet.",[],"Apo'a ... it seems crowded tweet my fleet, my fleet."
iyee.. ipong user je ade.. yg lain takde..huhu,[],iyee .. ipong user je ade .. others takde..huhu
ipong je kot yg boleh.. emm.. tungla.. pakai ipong,[],ipong je kot that may ... um .. tungla .. use ipong
hp mmg tengah takde stok.. yg mne ade mmg mcm setan la mark up harga,[],hp mmg middle takde stock .. the mne ade mmg mcm demon la mark up price
"adik tu hti dia lembut tu, kalau tak.. jarang la lelaki nk nangis..buat bodoh lepas tu ade la.",[],"Sister hti he is soft, if not ... rarely la man crying ... make stupid loose tu ade la."
"sbb tu kena utamakan keluarga. kawan ni kebanyakan masa huha huha je ramai. time susah nk mnta bantuan tu, kalau ada yg hulur, simpan la kawan tu.. yg lain tu dh boleh da slow buang",[],"as follows, it is prioritized for the family. This friend mostly huha huha je is crowded. Time it's hard to help, if there is a hulur, keep it, my friend ..."
"kepala pantat anda, phone rosak tak boleh masuk kerja.. betul aku kerja dengan budak la ea..tak memasal kena balik pukul mlm hri ni.",[],"your butt head, Phone Rosak should not come to work ... that's right I work with slave la ea ... don't put it in a back time mlm."
nohh.. ole.. kepala singa okay kot.,[],Nohh .. Ole .. Head of the Lion Okay Kot.
"esok last day kerja rider, lepas ni seminggu rilek kejap sebelum msuk pulau sebelah untuk kembali bekerja.semoga dipermudahkanlah utk aku.",[],"Tomorrow Last Day Work Rider, take off this week to relax before the next island to return to work. Hopefully it will be facilitated for me."
aaminn ya rabbal alamin.,[],aaminn ya rabbal alamin.
ape jela yg ada dalam kepala otak sesetengah netizen ni.. adoi la..,[],ape jela that is in the head of the brain as a middle of netizens .. adoi la ..
"dh kena, kampung sebelah.. map stop betul kt kubur.. kampret.",[],"DH got hit, the next village ... Map stop right kt grave ... shucks."
"nk tidur mana? mengantuk, mengantuk tolonglah saya.",[],"Where do you sleep? sleepy, sleepy help me."
"hidup tak selamanya di atas,kena sentiasa beringat. kalau tak jadilah mcm si bingai ni. kah kah kah.",[],"Life is not forever above, getting a always reminded. If it's not MCM the Bingai. Are you?"
done.,[],Done.
ade ni.,[],Ade ni.
kepala bana hilang.,[],Head of Bana is lost.
cantik tak bererti bijak.ni salah seekor contohnya.makeup inci tebal kompom.sampai tertutup sel otak tu dengan ketebalan make up.,[],beautiful does not understand wise.
"jaga, nnt ade titan serang.",[],"Keep, NNT Ade Titan Serang."
mak tok tok tok duluan ( nasi goreng kampung mak tok batu pahat (gearbox) in pasir gudang),[],Mak Tok Tok Tok first (Fried Rice Kampung Mak Tok Batu Pahat (Gearbox) in Sand Gudang)
"kalau ada sesiapa cari aku,kata kt dorng, aku tak cari dia.bye.",[],"If there is anyone looking for me, said KT Dorng, I'm not looking for him.bye."
haha.. kalau tak pun. viral nama. jela.,[],Haha .. If not. Viral name. Jela.
"bodohkah anda? of course la bodoh, kalau tak bodoh, takdela buat video mcm tu. bebal",[],"Are you stupid? of course la fool, if not stupid, takdela for the MCM video. Balon"
hahahaha..double standard mcm tu la.. puki punya undang ciptaan manusia,[],hahahaha..dandard mcm tu la la ... puki has a human creation law
aku yin..,[],I'm Yin ..
"*pura ga baca.. okay,sip",[],"*pretended not to read .. okay, sip"
"duit tu mmg duit pekerja, bukan bantuan kerajaan anjing. bodoh betul.",[],"Money mmg workers' money, not the help of a dog kingdom. really stupid."
viralkan gambar je senang.,[],Viral Pictures Je Happy.
"tau, biasa dh hadap. dh hafal dah mne yg berlubang, mana yg okay. mmg tempat yg sama berlubang tu.",[],"you know, usually dh facing. Dh memorized mne who has holes, which one is okay. mmg the same place has a hole."
"same je lelaki perempuan ni, kalau dh boros, boros jgak.. gahahaha.",[],"Same Je girl, if DH is wasteful, is wasteful ... gahahaha."
eh.. mne ade.. simpan tau. tak beli itu ini pun.,[],Eh .. mne ade .. save it. Don't buy this too.
baik tidur.. lg tak rse ape.,[],good sleep .. again not rse ape.
"common sense la, ade order pape yg perlukan org tu delivery, kau tggu kt rumah la. ni order utk delivery, org dh smpai, call kau. selamba je kata kau kt luar lepas tu suruh tggu kau balik. puki ape perangai kau ni. delivery lambat nnt complain pulak lambat. bangang",[],"common sense la la, ade order pape that needs org tu delivery, you have a house. This order for delivery, org dh until, call you. as long as you say you are outside, I told you to go back. puki ape warrai you ni. Slow delivery nnt complain slowly. Bangang"
"please proceed, biar ada akal",[],"Please proceed, so there is reason"
"kena tambah sikit kt ayat tu.""selagi takde vip yang terkorban, selagi tu di turap mcm setan, turap kejap je dh berlubang semula",[],added to a little bit of the verse.
"jalan tu dh di turap, bukan berzaman di biarkan mcm tu, tp masih lg salah mereka la, turap tak betul. bru turap kejap je dh berlubang semula.",[],"The road is dh in the plaster, not committed to the mcm, but it's still wrong they are lah, the plaster is not right. Bru Piles Key Dh DH originally perforated."
"kau ni dah level pentaksub, pemuja, bertuhankan kpork dah ni, hri tweet kpork.pastu makhluk tu taip dalam bahasa malaysia, kau punya teruja mcm orang bodoh takde akal.aku rse kt blik kau,dinding penuh poster kpork,bantal gambar artis kpork kau wajib ada. entah pape jela, bingai",[],"You are already level of pestaksub, worshipers, God, KPORK, Hri Tweet KPORK.Pastu, creatures of taip in Malaysian language, you have a stupid person. must be there. I don't know Pape Jela, Bingai"
astaghfirullahalazim.,[],I ask forgiveness from Allah the Almighty.
"dia ni mmg bingai, kononnya tak kisah apa orang kata, tp tak sedar sendiri koyak, siap nk buat baju, mask bagai dengan ayat kesat mcm tu, org tuju ayat tu kt kau bersebab. so kau pkai sorng je baju dgn ayat mcm tu dh la.ni siap jual bagai dh la harga mahal. sampah punya pelat.",[],"He is mmg bingai, it is said that the story is not the word of word, but it is not torn, ready to make clothes, mask like the mcm tu, org, the verse is because you are because you are. So you have a friend with your clothes with the mcm verse dh la.ni ready to sell like a high price. Trash has a plate."
aku kena sbb lain mat..tp agak kesialan jgak la takde budi bicara. melayang jgak la rm.,[],"I got another case, Mat ... but a little bad luck or lays, Budi spoke. Floating or la Rm."
"mmg kepala butoh mereka ini. aku dh kena, mmg kesialan la.",[],"MMG Their Head of Butoh. I got hit, mmg bad luck la."
"spesis tak berakal. belum lg spesis tak check barang, terus tekan order received, lepas tu bru check barang, dpt brg tak elok dn yg sewaktu dengannya, tu yg gelabah bg satu bintang.",[],"Specific not intelligent. Not yet specific to check the goods, then press the order receiver, take off that check the goods, can not be beautiful and when with it, that is the one who is one star."
hah.. betul public mutual. yup ade pasang surut,[],hah .. right public mutual. yup ade tidal
lebih kurang mcm asb. utk jangka panjang elok la.,[],"More or less MCM ASB. for the long term, la."
betul tinggi ea.. tak pernah jejak .,[],really high ea .. never a trace.
pelangi kfc hilang dah pas ni..dh nk kena lapor diri dah ni kt negara org. mohon doa agar dipermudahkan ye.,[],Pelangi KFC disappears right when this is ... dh nk was hit by himself already this country org. Please pray to make it easier.
"betul, sabar ye.. adalah hikmahnya tu kenapa, lepas hujan ada pelangi kan?",[],"That's right, be patient ... is the wisdom why, there is a rainbow, right?"
semoga dipermudahkan kelana..,[],Hopefully it will be made easier ...
really hasbro?,[],Really Hasbro?
bodohnya policies mcm tu.,[],stupidly mcm policies.
sleep tight daddy!,[],Sleep Tight Daddy!
ayokk..,[],Ayokk ..
mantap anak muda,[],Great young people
"sasageyosasageyoshinzou wo sasageyodengar part ni, aku pulak rasa mcm dlm scout regimen, berdiri tegak sambil tabik hormat style dorng fuhh",[],"Sasageyosasageyoshinzou wo sasageyodengar part, I feel mcm in scout regimen, standing upright while tabik respectful style dorng fuhh"
"mohon maaf je ingt boleh settle ke?""letak jawatan la!""",[],"Sorry, you can settle to? """
"kembali lagi kita dalam rancangan, dah bodoh ke belum?",[],"Back again we are in the design, have you stupid to yet?"
kalau dekat ni.. fuhh.. boleh la cukup bayo benda penting.,[],"If it's close ... Fuhh .. may you be enough, important objects."
"annoying setan, nk rt tweet sekarang ni.",[],"Annoying Satan, Nk RT Tweet now."
"rare item item ni.vans berkolaborasi bersama ""apo bondo eh ni?""",[],"rare item item ni.vans collaborated with ""Apo Bondo eh?"""
"assalamualaikum, selamat pagi warga twitterjaya sekalian alam, termasuk la alam sebalik mata dan alam brazzer.",[],"Assalamualaikum, Good morning, TwitterJaya residents, including LA, the reverse of the eyes and the realm of Brazzer."
"asalkan lampu depan ada..sama mcm penunggang motor jgak.. lampu depan belakang takde, pkai bju gelap pulak tu.. takde akal.",[],"As long as there is the headlights ... the same mcm motor rider is ... the headlights back of the takde, pkai bju dark pulak tu ... takde reason."
yeah!!tarik sis!,[],Yeah !! Pull sis!
banyak sgt barang kot.. sabar ya.,[],a lot of sgt items kot .. be patient.
entah di sebalik akaun ni si sepet tak sedo diri la kot. tp mcm mustahil pulak.,[],"I don't know behind the next time, the sepet is not sedo. But MCM is impossible."
bodohkah anda?ya anda mmg bodohterpaling cuba nk tonjolkan kebodohan.semenanjung tu ada berapa negeri bingai?,[],"Are you stupid? Yes, you are stupid, Cuba, I highlight ignorance."
sabar lah anak muda..cobaan.,[],Patience is a young man ... trial.
aku mcm malas nk percaya pun ade ni.angka mcm tu.. pesakitnya mana?,[],I am lazy to believe even if you are mcm ... where is the pesakit?
"betul la tu ayat lelaki tu, apa yg salahnya? sorng basic hygiene, sorng pasal common sense.",[],"That's right, what's the male verse, what's wrong? Sports Basic Hygiene, Sports Article Common Sense."
"kalau sedap, beli.. setakat gaya lebih, rasa tak padu mana, mmg kali pertama dan akhir lah beli kt situ.",[],"If it's delicious, buy ... as far as more style, the taste is not coherent, mmg the first time and the end is buying there."
i wonder whyi wonder how,[],I Wonder Whyi Wonder How
"selain handphone, vivo juga telah mengeluarkan helmet jenama mereka sendiri. helmet ini juga selamat digunakan kerana mempunyai cop sah sirim.",[],"In addition to mobile phones, Vivo has also issued their own Jenama Helmet. This helmet is also safe to use it because it has a legitimate cop."
"kalau direct msuk dlm cart, tu yg kcau stock.. aku selalu kena..menyirap woi. haha.",[],"If it is direct in the cart, the one who you know .. I always hit it ... shed me. ha ha."
"kcau kib,kalau item ade ,kau msuk dlm cart auto dpt msj stock hbis.",[],"Kcau Kib, if item is ade, you are in the Auto cart can be a stock of HBIS."
semoga semakin diluaskan rezeki kak lepas ni.,[],"Hopefully the more sustenance is released, sis."
"tapi ade je yg single ni takde life, hri meroyan single single single.",[],"But Ade Je Yang Single Ni Takde Life, Hri Meroyan Single Single Single."
maybe company dia jela kot..adela tu surat pape yg penting.,[],Maybe company he was jelly kot ... I was a pape letter that was important.
"aikk.. pelik..company aku takde mcm tu pulak.. smpai nk amik surat kt putrajaya bagai..kalau company aku, msuk kuarantin hri,dduk sg, sekurang-kurangnya bulan.",[],"aikk .. complicated ... the company I am takde mcm tu tu ... until nk amik kt putrajaya like ... if the company is me, msuk kuarantin day, dduk sg, at least the month."
tu la tu..haha..takpela..aku mcm ni pun alhamdulillah msih belum hilang kerjanya. tggu dipanggil je ni. basic+trip.,[],tu la tu..haha..takpela..I I'm even though thank God it's still not lost to work. Tggu called Je Ni. Basic+trip.
jawapan : bila berjaya control semua itu.,[],Jawapan: When it comes to control all that.
aku dh try mnta.. tak dpt dpt.. full manjang. kawasan lain aku try pun full. tp mmg bnyk saingan aku rse.. ramai sangat rider tgoknya.,[],I'm trying to try .. can't get it ... Full bang. Another area I try is full. but my rival is a lot of rival ... very crowded rider tgok.
haha..dugaan aku ni okay lg. kecik je tu kalau nk banding org lain. jadi rider kepci je.. gahahaha,[],Haha ... I thought I was okay again. Kecik je tu if you have other people. so rider kepci je .. gahahaha
sama kib.dugaan buat kita semua.,[],the same as kib. unexpected for all of us.
"tak,takpela.",[],"No, takpela."
you're welcome.,[],You're welcome.
aaminn.. aaminn.. semoga semuanya dipermudahkan dan dilancarkan kib.,[],aaminn .. aaminn .. hopefully everything will be easier and launched by kib.
mcm nais je..fuhh.,[],Mcm nais je..fuhh.
cc : menteri,[],CC: Minister
"mungkin nampak remeh di mata kita,di mata orang lain ianya mungkin tidaklah seremeh seperti yg kita sangka kan.",[],"Maybe it looks trivial in our eyes, in other people's eyes, it might not be as very as we think."
"berapa kali dipanjangkan umur pun tak tahu la.dugaan,cobaan.",[],"How many times it is extended to not know that he is alleged, trials."
"alhamdulillah, masih di panjangkan umur. kalau tak, emm.. selamat tinggal dunia dah aku rasa.",[],"Alhamdulillah, it's still extended to age. If not, um .. goodbye world I already feel."
get well soon.,[],Get well soon.
anime.,[],anime.
"signal dh on, dh tu tak reti slow rapat ke kiri ke? ni dengan kedudukan mcm tu trus belok kiri, bodoh ke ape?",[],"Signal dh on, do you not slow slowly to left to? this is the mcm position then turn left, stupid to ape?"
"jgn mcm babi sangat kau betina. pernah ride motor tak kimak?kau nk belok ke kiri, dh bg signal, slow rapatlah ke kiri bodoh.. ni kau dengan kedudukan mcm tu trus belok. lesen terbang ke?",[],"Don't mcm pigs you are very female. Have you ever ride the motorbike not kimak? You turn left, dh bg signal, slow close to the left stupid ... you are with the mcm position then turn. Lesen flew to?"
"betul dok, aku pernah sound seekor perempuan.. sbb pernah buat statement yg penunggang motor ni menyemak kt jalanraya. aku tanya mmg tak pernah ride motor, mcm lahanat",[],"right doc, I once was a sound of a girl ... as before, it had made a statement that was riding a motorcycle riding a stance. I asked mmg never ride a motorcycle, mcm land"
yg ni pulak nk kira mcm mana?,[],What do you think is it?
bana.. gahahaha,[],Bana .. Gahahaha
"dugaan,melayang lg duit.bersebab la ni, ada hikmahnya, dah la mari tidur. esok kena masuk pagi.cover lg malaun yg tak dtg atas sbb bangang, td tak dtg sbb sambut birthday fmly. esok tak dtg sbb balik kg. susah kerja ngn budak ni. elak mkan lempang aku je.",[],"Allegations, floating again money. Because of La Ni, there is a wisdom, already la let's sleep. tomorrow got in the morning.cover lg malaun who is not above the following, not as well as welcoming birthday fmly. Tomorrow is not as follows. It's hard to work with this slave. Elak still slab me je."
mari.. join.. gahahhaha,[],Come .. join .. gahahhaha
"badan sakit, kaki sakit bila baring nk bangun terasa sakit bahagian jantung ni. harapnya takde pape la.",[],"The body hurts, the feet hurt when the bed wakes up feels painful in the heart. He hopes takde pape la."
"i might be physically alive,but i'm emotionally dead inside.i sometimes wish i'd never been born at all.",[],"I Might Be Physically Alive, but I'm Emotionally Dead Inside.I Something Wish I'D Never Been Born At All."
mantap twitcon,[],great twitcon
sabar ye osha,[],Patience Ye Osha
gahahaha.. sabo,[],Gahahaha .. Sabo
ni skunk saya.,[],This is my skunk.
"okay, faham",[],"Okay, understand"
"jim, monitor memanjang tu function ape?",[],"jim, the longitudinal monitor is the function?"
"perempuan dok, mana nk fikir panjang, fikir sedap dia je..nak add on lafaz taklik yg berpihak kt dia, last makan diri.. nnt di spin.. siapa yg salah? lelaki....tak semua perempuan la.. tp kebanyakan.",[],"Woman doc, where is you thinking long, think deliciously he is ... but add on lafaz taklik who is in favor of him, last eating himself .. nnt in spin ... who is wrong? man .... not all women la ... but mostly."
mnta jauhhh..,[],Mnta far ...
trauma dengan lelaki kedekut katanya jang.,[],traumatized by a man he said he said.
"sumbat earphone,bukak youtube, dengar playlist tipe-x dan marilah tidur..",[],"Stop the earphones, open youtube, hear the type-x playlist and let's sleep .."
"kalau kau tau mcm mana ron minyak petrol tu berfungsi..setakat pkai kereta biasa, motor biasa.. kau akan pkai ron je, takde istilah isi ron,ron untuk cuci enjin.",[],"If you know which mcm is the ron of petrol oil functions ... the order of ordinary train, ordinary motorbike ... you will pkai ron je, takde the term contents ron, ron for washing enjin."
cem biasa.... ( kedai pakcik beri kot nama dia),[],ordinary cem .... (Pakcik shop gives his name)
"ini dia, penerangan yg bagus.bila buat sesuatu rasa diri superior, jadila mcm perempuan tu.nk tambah sesuatu tapi tak memahami secara mendalam.kebanyakan perempuan mmg begini, dia rasa dia betul dalam segala hal.cuba kite letakkan syarat untuk dorng pulak, melenting dorng.",[],"here it is, good lighting. When for something superior, so mcm female. not added something but do not understand in depth. Most of women like this, she thinks she is right in all things. Dorng."
"non partisan, tp.........................pelawak",[],"non -partisan, but ......................... comedian"
